,LOC,ORG,GPE,WORK_OF_ART,url
4262,the Solomon Islands,"Solomon Islands Independent Commission Against Corruption, SIICAC, Waikato University, Barrister & Solicitor, International Maritime Law Institutes","Honiara, New Zealand, Malta",,https://www.solomonstarnews.com/gov-t-s-anti-corruption-flagship-policy-is-off-the-ground/
4263,Islands,"Pelau, MOI, MEETING, Police, the Police ministry, Mangau, the Solomon Islands Police Development Program, SIPDP, Australian Defence Force","Pelau, Malaita Outer Islands, Choiseul",Choiseul* POLICE,https://www.solomonstarnews.com/police-news-in-brief-d79/
4264,,"the Honiara High School, Central, Central Honiara, the Central Bank of Solomon Islands, GIS, the Ministry of Health and Medical Service, Boys & Girls Brigade",,Independent,https://www.solomonstarnews.com/premier-suidani-to-speak-at-firisua-s-by-election-launch/
4265,"the South Pacific, Solomon Islands","Makira, the University of the South Pacific, Student Administrative Services Coordinator, the USP Laucala Campus, Solomon Islands Red Cross, USP Disability Center, the Solomon Islands Government","Shortlands, Western Province, the Solomon Islands, Laucala",,https://www.solomonstarnews.com/our-first-visually-impaired-lawyer/
4266,,"the Western Border, Mangau, the Civil Aviation Authority, CAASI","Shortland Islands, Western Province, the Solomon Islands, Taro, Choiseul",,https://www.solomonstarnews.com/drone-sighted-at-police-base-border/
4267,South,Embassy,"PRC, the Solomon Islands, China",,https://www.solomonstarnews.com/all-foreign-assistance-should-benefit-si/
4268,,"the Provincial Police, PPC, Solomon Star Auki News Bureau",Malaita Province,,https://www.solomonstarnews.com/cash-offer-fail/
4269,,,Honiara,,https://www.solomonstarnews.com/one-case/
4270,,the Malaita Provincial Assembly,Malaita Province,,https://www.solomonstarnews.com/suidani-its-a-clean-victory/
4271,"Pacific, Pacific Island","the Leader of Opposition, Sogavare","Honiara, the People’s Republic of China, PRC",the ‘Implementation Agreement of the 2023 Pacific Games Stadium Project,https://www.solomonstarnews.com/pm-reveals-elation-almost-turns-to-disaster/
4272,the Economic Stimulus Package,"Hon, the Ministry of Finance, Treasury, the ESP Committee",,,https://www.solomonstarnews.com/exclusion-of-public-transport-in-esp-unfair-wale/
4273,,"PS, Ministry of Agriculture and Livestock (MAL, PS Frances, the ministry of health, NCD",the Solomon Islands,,https://www.solomonstarnews.com/mal-ps-higher-ncd-cases-is-a-problem/
4274,"Bava Island, Bava Islands","BAVA Village, Bava, Rannogah, Adventist Church","North Vella, Western Province, Bava Village, Supato Village, the Solomon Islands, Koriovuku Village, Rannogah",Bava Village,https://www.solomonstarnews.com/bava-wants-help-for-their-children-s-education-health/
4275,,"the Provincial Assembly, MPA, Ward 33, Pelau, Luaniungia, Auki, the Malaita Provincial Assembly, MOI, Ward 12, Sikaiana",,,https://www.solomonstarnews.com/exposed-mpa-allegedly-dishes-out-money/
4276,,,Solomon Islands,,https://www.solomonstarnews.com/status-of-economy-concerns-wale/
4277,,"Haomae, Kukum Traffic Centre, the National Referral Hospital, NRH, Florence Young, Public Solicitor’s Office, Crown","Honiara, East of Honiara, Fanasia",,https://www.solomonstarnews.com/missing-rav-4-case-for-bail-revocation-hearing/
4278,,Newsroom,"Malaita province, Kwikwisi village, West Kwarae, Auki, Honiara",Auki,https://www.solomonstarnews.com/police-impartiality-questioned/
4279,"Central, Temotu","US Embassy, the Malaita Provincial Government, Malaita Development Forum, U.S. Embassy Port Moresby, Congressional, USAID, Strengthening Competitiveness, Agriculture, Livelihoods and Environment (SCALE) Program, the Solomon Islands Government, Nathan Associates = Trade and Investment, Winrock = Natural Resource Management, Pacific American Fund, Makira-Ulawa, the Malaita Development Forum, Facebook","US, the Solomon Islands, Malaita Province, Choiseul, Isabel, Rennell, Bellona",,https://www.solomonstarnews.com/usd25m-clarified/
4280,"Pacific, Pacific Island","the Main Stadium, the Games Organizing Committee, the National Hosting Authority, Economic and Commercial Affairs, the Office of the Prime, the National Sports Council, the Chinese Technical Team, Sogavare","the Peoples Republic of China, PRC, Honiara, the Solomon Islands, the People’s Republic of China",,https://www.solomonstarnews.com/si-china-sign-agreement-on-construction-of-2023-pacific-games-facilities/
4281,,"the Royal Solomon Island Police Force, the Henderson Police Station, the Aola Police Post, PPC, Guadalcanal Province Chief Superintendent, Tetere Police","East Guadalcanal, Henderson",,https://www.solomonstarnews.com/burning-of-aola-police-post-probed/
4282,,"MALAITA Provincial Government, MPG, MCT, Malaita Province Daniel Suidani","Auki, Malaita Province, the Solomon Islands, Malaita province",,https://www.solomonstarnews.com/suidani-malaita-is-ready-for-tourism/
4283,,"the Malaita Provincial Assembly, the Total Revenue Budget Summary, the Total Recurrent Revenue for, SBD9,667,495, SIG, PCDF","SBD850,000",Total Recurrent Expenditure,https://www.solomonstarnews.com/budget-estimate-for-malaita/
4284,the Marovo Lagoon,"Rendova & Tetepare, the Constituency Office, the Constituency Development Office, CDO","South New Georgia, the Western Province, Honiara",,https://www.solomonstarnews.com/constituency-office-relocation-plan-welcomed/
4285,,"PS, the Ministry of Agriculture and Livestock, World Food, PS Frances",Honiara,,https://www.solomonstarnews.com/mal-ps-congratulates-rural-women/
4286,Solomon Islands,"The Solomon Islands National Statistics Office, SINSO, Census, The National Statistics Office, SINSO Press",,,https://www.solomonstarnews.com/statistic-office-says-goodbye-to-census-officers/
4287,,,Honiara,,https://www.solomonstarnews.com/city-clerk-women-central-to-economic-development/
4288,,"Solomon Islands Government, National Disaster Council, NDC, N-, SIG, SITREP, the National Emergency Operations Centre, NEOC, the Provincial Emergency Operations Centres, Oversight Committee",,Situational Report (SITREP,https://www.solomonstarnews.com/covid-coordination-a-challenge/
4289,,"PPC, the Malaita Provincial Assembly",,,https://www.solomonstarnews.com/police-on-bribery-allegation/
4290,,"NATIONAL, Solomon Airlines, Company",Solomon Islands,,https://www.solomonstarnews.com/airline-faces-turbulence/
4291,,"H.E, Hon, the National Parliament","the People’s Republic of China, PRC, Solomon Islands, the Solomon Islands",,https://www.solomonstarnews.com/ambassador-ming-pays-courtesy-call-on-opposition-leader/
4292,SINU,the Constituency Development Office,"Georgia, Honiara",,https://www.solomonstarnews.com/mp-to-stop-essential-support/
4293,,"PS, the Ministry of Finance, Treasury",,,https://www.solomonstarnews.com/esp-successful-recipients-won-t-be-published/
4294,,Chengs,,,https://www.solomonstarnews.com/we-can-reclaim-our-covid-19-free-status-pm/
4295,,Sogavare,,,https://www.solomonstarnews.com/pm-on-contact-tracing/
4296,,"PS, the Ministry of Finance, Treasury, Chair of the ESP Committee",,,https://www.solomonstarnews.com/public-transport-excluded-from-esp/
4297,Solomon Islands,"Abarafi Ano Trustees, Abarafi Tribal Landowners Association, ATLOAI, Hanomola Tribe, Bakwa Tribe, Malaita Provincial Government, the Ministry of Forestry, Tim2/66-Abarafi Development Company Limited, MOU, MOA, Supplementary Agreement, Tim 2/66-Abarafi Development Company, WILSON SAENI, Auki News Bureau","Abarafi, Kwaio, Asanao, Fataleka, West Fataleka, Kwaitaka","Standard Logging Agreement, You and Abarafi Development Company",https://www.solomonstarnews.com/call-to-halt-logging-operation-on-abarafi-land/
4298,,"AG, COVID 19",,,https://www.solomonstarnews.com/be-honest/
4299,,,Philippines,,https://www.solomonstarnews.com/good-news/
4300,,"the United State Government, PARU, PCDF, MYOB, Malaita Provincial Government, PS, PS for Malaita Province, Ministry of Provincial Government Institutional Strengthening, Suidani, MPGIS, PDOC, Auki","US, Malaita Province",,https://www.solomonstarnews.com/suidani-responds-to-allegations/
4301,,"the Provincial Health Emergency Operation Centre, Anololo, COVID 19","Malaita Province, Auki",,https://www.solomonstarnews.com/malaita-steps-up-covid-preparation/
4302,,"the Red Cross, the Philippines Red Cross",Philippines,,https://www.solomonstarnews.com/philippines-still-with-4-covid-19-cases/
4303,,"PS, the Ministry of Health and Medical Services, Australian Defence Force, ADF",Philippines,,https://www.solomonstarnews.com/112-in-quarantine/
4304,,,,,https://www.solomonstarnews.com/amended-covid-regulation-now-in-force/
4305,North East Guadalcanal,"the Solomon Islands Electoral Commission, SIEC, the Electoral Office, Gizo/, Central Honiara, the Electoral Commission, Constituents from North East Guadalcanal, Central Honiara Constituencies, Electoral Commission Chair Oti, Parliament, the Covid-19 National Oversight Committee",,,https://www.solomonstarnews.com/freedom-to-contest/
4306,,"Malaita Provincial, the Provincial Assembly, Auki, MPA, Suidani",Auki,,https://www.solomonstarnews.com/how-the-lobby-plays-out/
4307,Central Islands Province,"Fox Wood, Solomon Islands Courts (Civil Procedure) Rules 2007, HOF, the Office of the Director of Public Prosecutions, Crown, Guadalcanal, the High Court, Garnet Babaua, the Public Solicitor’s Office",West Honiara,,https://www.solomonstarnews.com/in-court-with-assumpta-d81/
4308,,"Honiara City Council, HCC, the Chinese Embassy","Honiara City, the People’s Republic of China, the Solomon Islands, the City Mayor, Jiangmen City, Guangdong Province, Honiara city",,https://www.solomonstarnews.com/prc-ambassador-visits-hcc/
4309,,"The Solomon Islands National University, SINU Council, East Medical Centre, St. Michael & St. George, KCMG, Medicine and Community, the Chair of SICHE council, Fiji School of Medicine, the University of Queensland, London University, SIG","Honiara, Thailand, Malaysia, London, Malaria",Ph.D.,https://www.solomonstarnews.com/dr-nathan-kere-is-new-chancellor-for-sinu/
4310,North East Guadalcanal,"the Electoral Commission, Hon, Central Honiara Constituencies, the Electoral Office, National General Election, The Electoral Commission, Parliament, the Covid-19 National Oversight Committee, the State of Public Emergency Regulations, Media & Communication   ",,,https://www.solomonstarnews.com/siec-is-hopeful-for-high-voter-turnout-despite-covid-19/
4311,,"the Malaita Provincial Assembly, Solomon Star Auki, the Malaita Full Assembly, the Full Assembly",Malaita Province,,https://www.solomonstarnews.com/suidani-calls-for-calm/
4312,,"MARA, the Malaita Provincial Assembly, MARA Executive Government, Hon",Malaita Province,Honorable,https://www.solomonstarnews.com/malaita-speaker-faces-motion/
4313,,"Cabinet, Sogavare, ANDREW FANASIANewsroom",,,https://www.solomonstarnews.com/pm-limit-number-of-passengers/
4314,,"the Malaita Alliance for Rural Advancement, the Malaita Provincial Assembly, MPA, Ward, the Malaita Full Assembly, MARA","Malaita Province, Auki",,https://www.solomonstarnews.com/motion-day-against-mara-govt/
4315,,"SI, COVID, Newsroom",Honiara,,https://www.solomonstarnews.com/its-two-now/
4316,,"COVID, the National Government, PIDOC","Temotu Province, Lata, Solomon Islands, Philippines",,https://www.solomonstarnews.com/no-lockdown-in-temotu-hygiene-encouraged/
4317,,"MAROVO Constituency, National Parliament, Patu Tiva","Western Province, Marovo",,https://www.solomonstarnews.com/marovo-on-the-move-with-boat-building/
4318,,"the Malaita Provincial Assembly, MPA, the Malaita Alliance for Rural Advancement, The Solomon Star Auki, MARA, the Full Assembly, WILSON SAENI, Auki News Bureau",,,https://www.solomonstarnews.com/suidani-gains-more-support-ahead-of-motion/
4319,,"Cabinet, Sogavare",Honiara,,https://www.solomonstarnews.com/cabinet-to-review-covid-19-measures/
4320,"the Solomon Islands, Shortland Islands, Malaita","PNG, SI, Supizae","Papua New Guinean, Western Province, Choiseul, Choiseul Province, Malaita Outer Islands, the Solomon Islands, Shortland Islands, Honiara",,https://www.solomonstarnews.com/small-boats-seen-to-and-fro-at-si-png-border/
4321,,Newsroom,"Honiara, Manila",,https://www.solomonstarnews.com/more-covid-cases/
4322,,"Island Sun, Police, the Malaita Provincial Police",,,https://www.solomonstarnews.com/wale-condemns-bribe-claims/
4323,,U.S Embassy,Honiara,,https://www.solomonstarnews.com/article-published-with-errors/
4324,,,Malaita Province,,https://www.solomonstarnews.com/opposition-congratulates-suidani/
4325,Solomon Islands,"the National Referral Hospital, NRH, the Ministry of Health and Medical Services, Embassy, the PRC Embassy","PRC, China, the Solomon Islands, Honiara, USD350, Guangdong, Western Province, Western province, Fujian province",,https://www.solomonstarnews.com/china-considers-more-help-in-fight-against-covid/
4326,,"WILSON SAENI, Auki News Bureau, the Malaita Alliance for Rural Advancement, MARA, Provincial Assembly, MPA",Auki,,https://www.solomonstarnews.com/money-politics-d14/
4327,,"Auki News Bureau, the Malaita Alliance for Rural Advancement, the Malaita Provincial Assembly, MARA, the Provincial Assembly, MPA, Premier Suidnai, the Public Accounts Committee",Malaita,,https://www.solomonstarnews.com/mara-govt-in-control/
4328,South Choiseul,"the Royal Solomon Island Police Force, Taro Police Station","Taro, Choiseul Province, South Choiseul, Piru",South Choiseul,https://www.solomonstarnews.com/rsipf-investigates-missing-7yr-old-girl-in-choiseul-province/
